T0 Wins % Last 5,T0 Passing Yrds,T0 Rushing Yrds,T0 Total Yrds,T0 Avg Pass Yrds/Att,T0 Avg Rush Yrds/Att,T0 Penalty Yrds,T0 Total Plays,T0 Fum Lost,T0 TOP (min),T0 First Downs,T0 Interceptions,T0 TDs,T0 Field Goals,T0 Points,T0 Sacked,T1 Wins % Last 5,T1 Passing Yrds,T1 Rushing Yrds,T1 Total Yrds,T1 Avg Pass Yrds/Att,T1 Avg Rush Yrds/Att,T1 Penalty Yrds,T1 Total Plays,T1 Fum Lost,T1 TOP (min),T1 First Downs,T1 Interceptions,T1 TDs,T1 Field Goals,T1 Points,T1 Sacked,Home Team,Result?
2,184,123,307,5.8,4.6,12,64,1,32,17,0,2,0,13,2,1,200,109,309,7,4.2,30,57,1,28,16,0,3,0,21,1,1,1
2,131,185,316,6.1,4.5,124,67,0,36,20,1,1,5,22,2,3,265,83,348,6.1,5.5,59,61,1,24,21,2,2,1,17,1,1,0
0,83,67,150,3.3,3.4,91,50,0,23,9,1,2,2,20,2,2,308,79,387,6.6,2.5,71,78,0,37,23,2,1,4,21,0,1,1
3,243,46,289,5.8,2.1,35,74,1,29,20,0,2,1,17,4,3,133,103,236,5.8,3.6,50,59,0,31,16,1,3,1,24,4,1,1
3,236,65,301,7.2,2.3,39,61,0,30,15,0,2,4,25,0,1,252,64,316,6.6,2.9,10,65,2,30,19,1,2,1,16,2,1,0
0,224,139,363,7.2,5.8,83,60,0,31,22,1,2,1,16,3,4,238,137,375,6.5,6,138,67,0,29,22,1,1,2,15,4,1,0
2,245,123,368,7.1,4.9,58,61,0,29,17,1,2,1,17,1,1,212,181,393,6.5,6.2,70,63,1,31,19,2,1,1,10,1,1,0
2,341,81,422,9.1,3.4,131,65,0,33,26,0,4,2,34,2,3,207,124,331,6.3,4.4,38,68,1,28,26,0,3,2,26,3,1,0
2,322,48,370,6.2,4.4,75,67,1,26,27,0,3,0,22,2,2,280,214,494,12.2,5,54,66,0,34,25,0,4,3,36,0,1,1
3,313,80,393,7.3,4.2,57,62,1,24,24,2,5,0,35,0,2,268,208,476,8.3,5.3,107,73,0,36,31,0,5,3,43,1,1,1
2,333,69,402,6.9,5.3,107,73,1,30,21,2,3,2,25,5,3,292,154,446,11.3,5,65,59,0,30,19,0,6,2,47,1,1,1
3,254,97,351,7.6,3.6,109,70,0,31,20,0,2,1,17,5,3,251,76,327,9.4,2.7,70,58,0,29,18,1,3,1,24,2,1,1
2,226,149,375,9.8,5.1,118,52,0,29,18,0,3,2,27,0,1,316,95,411,5.9,4.3,48,76,0,31,25,2,3,0,21,0,1,0
3,330,18,348,6.7,2,87,64,2,28,19,0,1,1,10,3,3,73,180,253,4.2,4.3,55,65,0,32,16,0,1,2,13,2,1,1
3,241,148,389,7.3,5.1,25,63,2,31,21,1,2,2,19,1,4,159,157,316,5.8,5.6,40,57,0,29,13,1,2,1,17,1,1,0
4,205,58,263,5.1,2.9,49,67,0,27,19,1,2,1,17,3,0,331,84,415,8.8,3,45,69,1,33,25,0,4,4,38,2,1,1
3,332,116,448,8.7,4.8,70,64,0,31,28,0,5,1,39,1,2,368,82,450,8.2,4.3,45,68,0,29,25,0,4,2,35,2,1,0
2,170,83,253,4.9,4,94,66,1,29,19,1,2,2,20,5,5,266,134,400,8.1,4.3,54,65,0,31,24,1,3,4,34,1,1,1
2,315,37,352,8.4,2.2,80,58,3,27,17,0,2,3,22,2,2,317,93,410,8.9,3.6,66,65,1,33,24,1,3,2,26,2,1,1
3,190,94,584,5.6,3.8,78,73,0,33,23,1,3,2,27,6,0,195,136,331,6.3,4.7,145,65,0,27,23,0,3,3,30,3,1,1
1,397,125,522,9.2,6.6,80,62,1,30,25,0,2,3,23,0,2,298,98,396,8.3,4.7,68,65,0,30,20,0,2,5,29,5,1,1
3,334,88,422,8.5,3.3,40,71,0,34,20,0,3,3,30,3,3,172,105,277,6,5,45,62,1,26,18,1,2,0,14,6,1,0
2,270,85,355,7.8,3,35,66,0,30,22,2,4,1,31,2,3,289,116,405,6.9,6.1,25,65,0,30,25,1,3,2,26,3,1,0
3,250,161,411,8.9,4,55,68,0,37,27,0,4,2,34,0,2,248,34,282,6.9,3.8,27,56,2,23,20,1,0,2,6,5,1,0
3,288,102,390,9.9,4.2,22,53,1,24,20,2,3,1,25,0,4,253,210,463,7.7,5.7,97,72,0,36,27,0,5,0,33,1,1,1
1,288,182,470,7.7,6.1,54,71,2,30,23,0,2,2,20,2,2,290,94,384,7.8,4.3,35,67,1,30,24,1,3,1,24,4,1,1
2,199,95,294,5.9,3.8,24,60,0,29,18,0,3,2,27,1,1,300,48,348,8.2,1.8,79,68,0,31,20,1,2,3,23,3,1,0
1,319,69,388,6.6,6.3,93,63,1,25,20,2,2,0,14,2,1,207,150,357,8.8,4.3,23,63,1,35,25,0,5,1,38,3,1,1
1,263,54,317,8.2,2.7,50,55,1,24,20,1,2,1,17,2,1,297,92,389,6.2,3.4,87,77,0,36,22,0,1,3,16,1,1,0
3,200,144,344,5.4,4.2,117,71,0,33,21,0,3,4,33,0,2,239,105,344,5.7,6.6,112,60,1,27,19,2,1,3,16,1,1,0
2,244,205,449,6.1,6.4,46,75,3,30,25,1,2,0,14,2,4,169,62,231,5.7,2.8,75,57,0,30,10,0,1,4,19,2,1,1
1,202,83,285,5.8,3.1,25,62,1,33,16,2,2,2,19,0,4,263,14,277,8.4,0.7,32,57,2,27,14,0,3,2,26,3,1,1
3,102,104,206,4.3,3.7,32,54,0,25,10,0,2,2,20,2,0,179,154,333,4.3,4.1,65,81,1,35,19,2,1,1,10,1,1,0
1,292,85,377,8.6,2.9,93,63,1,31,22,0,2,4,25,0,0,230,85,315,6.9,3.5,114,65,0,29,18,0,1,3,16,4,1,0
1,233,155,388,6.8,4.8,30,69,0,34,25,0,3,2,27,1,4,330,83,413,7.6,4.4,46,70,0,31,26,1,4,2,33,3,1,1
2,406,183,223,9.7,4.6,10,64,0,37,22,0,3,2,26,1,4,221,64,285,6.6,3.8,25,53,1,23,16,1,1,1,10,2,1,0
2,359,104,463,7.6,4.7,75,71,1,33,27,1,3,0,21,1,3,214,112,326,8.9,4,30,52,0,27,20,0,3,2,27,0,1,1
4,165,91,256,4.7,4.5,45,61,0,25,18,1,1,4,20,3,2,242,99,341,6.9,3.4,53,69,1,35,22,1,2,1,17,2,1,0
3,326,116,442,8.5,3.4,42,74,1,35,27,0,1,4,19,1,5,261,82,343,8.4,3.9,30,52,1,25,19,1,2,1,17,0,1,0
4,190,83,273,5,3.2,71,76,0,38,23,0,3,2,30,6,3,340,124,464,10.8,3.3,97,77,1,37,21,0,3,2,27,5,1,0
4,266,123,389,10.8,5.6,128,48,1,28,17,0,4,0,29,1,3,290,128,418,8.7,4.3,30,66,0,32,32,1,3,3,28,2,1,0
5,109,135,244,2.9,4.4,82,73,0,32,18,0,1,2,13,1,4,258,65,323,10.2,2.4,73,54,2,28,14,1,3,0,21,1,1,1
2,183,63,246,4.3,4.5,70,57,2,22,14,1,1,1,10,0,3,246,238,284,6.6,6.4,65,74,0,38,23,1,4,2,33,0,1,1
4,262,103,365,9.4,3.3,19,60,0,31,26,1,4,3,37,1,1,269,129,398,7.1,5,50,64,0,29,26,2,3,2,27,0,1,0
2,319,167,486,8.4,6.4,141,64,0,30,25,0,4,2,35,0,3,419,88,507,10.1,4,53,65,1,30,27,0,4,2,34,1,1,0
2,389,139,528,11.6,4.8,72,64,0,27,27,1,4,2,35,1,3,299,155,454,66,6.2,58,71,0,33,29,0,4,0,28,1,1,0
1,351,72,423,12,3.8,38,51,2,24,17,2,4,1,31,2,3,300,89,389,7.9,3.6,36,68,0,36,20,1,3,4,34,3,1,1
4,498,128,626,8.7,5.3,200,85,1,44,27,0,4,1,30,2,2,168,102,270,5.6,3.8,64,61,0,29,18,0,3,1,24,2,1,0
3,266,33,299,7.6,2.8,104,51,1,19,13,1,2,2,20,2,4,179,218,397,5.9,5.1,72,76,0,41,30,0,3,3,30,2,1,1
3,229,129,358,8.5,5.2,67,56,1,26,19,1,5,0,32,2,4,310,56,366,8.1,1.8,46,71,1,34,22,1,4,2,35,1,1,1
4,200,145,345,7.1,5,15,61,1,32,18,1,1,4,19,2,2,190,73,263,6.9,3.3,44,55,1,28,14,1,2,1,16,3,1,0
4,164,57,221,5.3,3.6,125,50,2,25,11,1,1,0,6,2,1,206,143,349,7.6,3.6,43,67,0,35,18,1,3,1,24,0,1,1
3,176,157,333,5.9,4.9,85,68,0,32,21,1,2,2,20,3,5,159,148,307,6.8,5.1,22,57,1,28,21,2,3,0,21,2,1,1
5,218,89,307,7.7,2.8,88,67,0,31,22,0,3,2,27,4,1,143,72,215,5.1,2.8,69,66,1,29,15,2,1,0,7,5,1,0
3,250,122,372,9.5,3.8,78,62,1,29,19,0,2,3,23,2,5,183,84,267,6.4,3.5,57,65,0,31,18,1,1,3,16,6,1,0
4,220,84,304,4.6,5.2,103,68,2,27,16,0,1,2,13,2,1,166,99,265,6.1,3.4,20,60,2,33,16,0,1,5,21,2,1,1
2,246,123,369,5.7,4.7,52,77,0,33,21,3,3,0,19,4,3,267,57,324,7.3,2.3,45,64,2,27,15,1,3,2,27,1,1,1
2,234,103,337,6.5,2.8,10,83,0,39,24,2,2,3,25,6,4,293,80,373,10.4,3.8,25,51,2,21,19,2,3,1,23,1,1,0
2,192,83,275,5.8,2.4,34,72,0,33,21,2,5,0,35,2,1,308,38,346,7.5,1.8,46,67,2,27,21,1,4,2,34,3,1,0
4,348,78,426,8.2,3,14,75,1,35,26,1,3,4,33,4,2,256,130,386,8,5,70,63,0,31,21,1,3,3,30,3,1,0
3,268,81,349,9.3,2.7,35,61,0,32,20,1,3,2,28,1,3,211,119,330,8.7,4.8,45,53,0,28,18,2,3,0,21,2,1,0
2,220,58,278,6.1,2.9,32,64,2,27,17,3,2,1,16,5,2,146,126,272,5.9,3.3,35,67,0,33,17,1,2,4,28,2,1,1
1,203,113,316,7.4,4.7,40,54,0,23,18,1,3,0,20,2,1,227,101,328,5,3.4,50,75,0,37,24,0,1,4,19,0,1,0
0,278,102,380,9.7,3.4,39,64,1,33,24,0,3,2,27,4,4,350,82,432,7.9,4.8,51,65,0,27,24,1,2,3,23,2,1,0
1,312,78,390,6.5,5.6,45,64,2,25,21,0,2,1,17,1,1,248,199,447,10.3,4.9,45,65,1,35,25,0,4,1,31,0,1,1
2,234,194,428,7.7,5,45,73,0,36,26,0,3,1,24,2,2,189,106,295,8.5,3.7,32,53,0,24,14,1,2,1,17,1,1,0
4,233,191,424,9.1,5.8,60,62,1,30,24,1,3,3,30,2,3,294,78,372,7,3.2,23,67,3,30,24,1,1,3,16,1,1,0
3,194,97,291,4.6,4,40,71,1,33,21,0,2,3,23,3,5,273,187,460,7.2,5.5,84,76,0,34,26,1,3,3,29,2,1,1
4,449,56,505,8.5,2.9,30,72,0,33,25,0,3,2,26,0,5,190,163,353,8.1,5.4,25,55,0,27,24,0,4,1,31,1,1,1
5,124,140,264,7.7,5,78,49,2,27,13,0,2,1,17,3,1,231,87,318,5.4,4.6,57,69,1,33,21,0,1,3,15,3,1,0
5,152,108,260,4.5,4.3,54,65,1,29,13,2,1,0,7,3,4,167,93,260,6.9,2.8,50,64,2,31,12,1,1,1,10,3,1,1
5,224,52,276,7.1,2.6,35,59,1,24,16,3,2,2,20,4,4,264,185,449,7.8,5.8,91,71,1,36,24,0,2,4,26,3,1,1
4,229,90,319,5.7,4.5,62,70,1,31,23,1,3,0,21,4,4,211,164,375,10.6,5.5,47,52,0,29,23,0,6,0,42,1,1,1
4,126,69,195,5.2,3.3,35,53,0,24,15,2,1,2,13,3,1,232,114,346,5.7,3.8,61,75,0,36,24,0,3,2,27,2,1,1
3,247,41,288,6,3.2,76,59,0,26,16,0,1,2,13,2,2,353,64,417,9,2,25,75,3,34,22,0,1,3,16,2,1,1
2,313,90,403,9.1,3,70,68,1,33,20,0,2,5,29,2,2,337,120,457,9.2,5.7,128,61,1,27,28,2,3,2,27,2,1,0
2,261,78,339,5.8,4.3,69,63,1,24,18,1,1,1,10,0,4,262,104,366,7.3,3.2,37,69,0,36,22,0,3,1,24,0,1,1
2,178,43,221,5.7,2.9,51,54,1,23,14,0,1,3,16,4,3,259,147,406,5.8,4.6,57,77,0,37,23,2,2,3,23,0,1,1
2,196,36,232,5.3,1.8,33,57,1,25,13,0,2,1,17,0,3,271,74,345,5.5,3.7,43,76,0,35,20,4,1,1,10,3,1,0
2,347,96,443,7.7,3.8,43,74,0,33,21,2,2,3,23,2,2,248,54,302,7.1,2.2,30,61,0,27,16,2,4,0,28,1,1,1
1,222,93,315,8.4,3.7,40,59,0,30,17,1,2,1,16,4,4,227,102,329,6.3,3.5,35,65,0,30,19,0,3,1,22,0,1,1
5,268,56,324,7,2.9,15,59,1,30,16,1,0,2,6,1,4,186,114,300,7.2,3.6,46,62,0,30,17,0,2,1,17,2,1,1
4,356,114,470,5.7,4.6,50,88,0,34,24,3,1,4,19,0,0,168,118,286,6.7,3.9,5,55,0,26,15,1,3,1,24,0,1,1
3,171,161,332,6.7,4,42,68,0,36,17,0,2,2,19,1,2,246,38,284,8.2,2.5,42,54,1,24,16,2,1,1,10,4,1,0
3,145,94,239,8.1,4.5,114,48,0,26,12,0,2,2,20,5,3,263,230,493,7.7,7,75,67,0,34,26,1,3,2,27,0,1,1
4,283,130,413,7.7,4.5,20,70,2,35,26,0,2,1,17,2,2,250,94,344,9.2,4.9,30,51,0,25,19,0,2,2,20,3,1,1
2,284,47,331,7.7,2.2,35,64,0,30,22,1,3,0,20,3,4,260,128,388,7.9,4.6,35,62,1,30,23,0,2,4,26,1,1,1
1,340,84,424,8.2,4.4,59,65,1,30,19,1,3,1,24,2,4,364,151,515,12.5,5,40,62,0,30,21,0,6,1,42,2,1,1
3,246,87,333,7.3,4.8,35,57,1,26,19,1,2,3,23,2,2,281,88,369,6.5,3.7,51,72,0,34,24,0,4,1,31,2,1,1
2,227,107,334,11.1,4.7,86,46,0,23,16,1,4,0,27,2,1,288,95,383,6.8,3.7,54,76,1,37,24,1,2,3,22,4,1,0
2,290,148,438,8.1,4.5,62,72,0,35,22,0,2,4,26,2,3,306,29,335,6.7,2.2,70,61,2,25,18,1,1,3,15,1,1,0
2,270,208,478,9.3,5.9,73,64,0,33,21,0,5,2,41,0,1,318,140,458,8.1,5.4,52,67,0,27,31,5,3,0,21,1,1,0
3,180,100,280,5.6,3.1,34,68,0,36,21,0,3,3,29,2,1,220,64,284,8.1,3.6,60,50,2,24,16,1,2,0,14,3,1,0
4,230,116,346,7.2,5.5,111,57,1,30,18,1,2,3,23,3,2,164,80,244,7.2,3,18,56,1,30,21,0,3,1,24,4,1,1
5,189,93,282,5.5,3.4,56,74,3,32,18,1,1,1,10,6,3,138,101,239,4.9,3.9,53,54,2,28,15,2,2,2,21,0,1,1
3,255,48,303,8.1,3.7,67,48,0,22,11,1,1,3,15,2,1,221,208,429,6.4,5.5,77,76,1,38,25,0,2,3,24,2,1,1
2,195,113,308,4.8,4.3,48,73,0,31,20,2,2,0,15,2,4,287,152,439,9,5.1,48,63,0,29,18,0,3,2,26,1,1,1
1,313,74,387,8,2.6,51,67,0,35,25,0,3,2,27,0,2,211,81,292,7.1,4.5,42,58,0,25,20,1,1,2,13,4,1,0
2,180,83,263,5.9,3.6,72,64,2,30,20,1,2,0,14,5,4,254,30,284,9.2,1.4,137,57,1,30,15,0,2,1,17,4,1,1
4,368,50,418,9.4,2.2,86,67,0,35,22,1,3,2,27,3,2,201,123,324,8.5,5.1,45,50,0,25,17,0,4,2,34,2,1,1
1,120,69,189,5,3.8,108,45,0,20,13,2,1,1,10,1,3,303,103,406,5.8,4.5,56,81,1,40,32,0,3,2,26,2,1,1
3,223,108,331,6.5,5.7,68,60,0,31,24,0,4,1,32,3,3,277,90,367,8.2,4.7,46,56,0,29,25,0,4,2,33,2,1,1
4,218,136,354,6.2,5.2,63,68,1,32,22,5,1,1,10,3,2,237,93,330,9.8,3.1,50,56,0,28,18,0,5,1,38,1,1,1
3,225,226,451,8.1,9.8,64,58,0,33,20,0,3,3,30,4,1,354,95,449,8.4,5,40,63,1,27,29,3,3,2,27,1,1,0
2,353,93,446,7.6,4.7,70,74,2,31,22,0,3,2,25,4,4,308,40,348,8.9,2.7,21,58,0,29,19,0,5,1,38,4,1,1
5,295,153,448,7.7,4.9,75,71,0,34,28,0,4,1,31,1,3,332,76,408,8.5,3.6,30,64,0,26,24,1,3,1,24,2,1,0
3,197,66,263,5.9,3.7,76,56,0,27,16,2,1,2,14,2,1,294,114,408,8.4,3.9,55,67,0,33,23,0,2,1,17,2,1,1
3,311,76,387,10,3.5,62,55,0,28,23,1,4,0,28,1,2,265,83,348,8.7,3.2,62,58,0,32,20,0,4,1,31,1,1,1
3,214,97,311,6.1,3.9,57,62,0,34,18,1,2,3,22,1,3,259,78,337,6.8,3.1,54,67,0,33,22,0,2,1,16,2,1,0
1,224,82,306,6.1,5.1,40,53,0,32,17,1,1,2,13,0,4,214,94,308,5.8,4.9,16,61,0,28,18,0,1,3,16,2,1,1
4,337,85,422,8.1,3.7,39,67,0,37,24,0,2,5,28,2,3,319,50,369,7.4,4.2,83,57,0,23,20,3,1,2,13,1,1,0
2,204,92,296,6.6,5.4,139,50,0,26,16,0,2,1,17,1,4,209,114,323,6.4,4.1,55,66,0,34,25,2,2,2,20,3,1,1
4,153,58,211,6.1,2.4,42,54,0,25,13,0,2,2,22,2,3,201,105,306,7.4,3.8,65,72,0,35,18,3,1,1,10,8,1,0
4,201,57,258,6.2,3.2,10,60,0,27,15,0,1,1,10,5,1,245,158,403,8.1,5.4,20,61,0,33,19,0,2,2,20,1,1,1
3,155,135,290,5.2,4.8,96,70,0,31,24,2,3,1,24,4,1,145,72,217,6,3,73,54,1,29,16,0,4,1,30,2,1,1
1,140,183,323,7.5,4.9,49,59,3,30,19,2,1,1,10,2,1,250,124,374,7.4,4.4,15,62,0,30,21,1,5,1,38,0,1,1
2,161,122,283,6.1,6.1,74,54,2,23,15,2,1,1,10,4,2,280,80,360,9.5,2.6,85,68,0,37,22,1,4,2,36,4,1,1
0,6,141,147,2.6,4.1,106,55,0,29,10,0,0,2,6,6,1,184,142,326,10.7,3.5,40,59,1,31,19,0,3,1,26,1,1,1
1,281,90,371,8.8,3.2,48,60,0,28,20,1,4,1,31,0,2,322,52,374,8.6,2.4,74,64,0,32,19,0,2,3,24,3,1,0
3,225,217,442,8,7,35,63,0,27,26,0,6,1,45,2,2,359,115,474,7,5,75,79,1,33,32,1,4,1,32,2,1,0
2,329,49,378,7,3.3,55,64,0,26,20,2,4,1,33,1,3,481,90,571,13.6,3.6,77,65,0,34,25,1,6,2,48,3,1,1
4,310,52,362,8,2.9,66,64,1,30,22,1,3,1,24,4,3,261,72,333,7.3,2.7,30,65,0,30,22,0,3,2,26,1,1,1
3,325,136,461,10.1,4,34,70,1,33,31,0,5,3,43,2,2,326,70,396,7,3.5,85,70,2,27,23,0,4,0,28,2,1,0
3,274,58,332,6.4,4.1,60,61,0,26,23,1,2,2,19,2,2,244,116,360,7.9,3.9,23,67,0,34,28,1,5,1,38,3,1,1
3,220,66,286,7.9,2.6,40,57,0,27,18,0,6,0,42,2,1,208,104,312,5.7,4.5,105,67,3,33,21,2,2,0,14,3,1,0
0,165,107,272,5.5,5.3,20,55,1,24,15,0,2,0,13,2,3,302,248,550,12.6,6,27,66,1,36,29,0,5,2,41,1,1,1
3,256,152,408,8.4,6.3,45,61,0,33,21,0,3,4,33,4,3,183,119,302,4.6,5.2,24,68,0,27,17,2,1,3,16,2,1,0
3,341,132,473,7,5.7,70,75,0,30,26,1,4,2,32,2,4,323,142,465,9.2,6.5,63,59,0,30,25,0,5,1,38,1,1,1
1,221,85,306,4.7,4,39,76,1,31,21,4,1,0,7,3,2,311,105,416,9.3,3.5,30,65,0,29,20,0,5,2,40,1,1,1
3,183,137,320,7.3,4.2,69,60,1,26,18,1,5,1,37,1,1,389,83,472,7,3.8,80,82,1,34,30,1,5,0,32,2,1,0
1,202,113,315,7.3,3.1,40,69,0,34,20,0,1,3,17,2,1,278,136,414,9.9,5.4,60,53,2,26,20,2,2,0,14,0,1,0
2,264,249,513,9,6.1,78,73,0,34,27,1,4,2,34,2,0,113,160,273,4.2,5.7,31,66,2,26,20,1,2,1,17,4,1,0
4,118,127,245,4.6,5.8,27,61,1,26,16,2,0,1,5,6,3,220,118,338,7.9,3.4,68,63,1,34,19,1,2,0,14,0,1,1
2,248,46,294,6.3,2.9,104,58,0,27,14,3,0,3,11,1,4,166,104,270,7.1,3,65,63,0,33,21,0,1,3,16,2,1,1
4,260,89,349,7.9,4.2,63,58,0,28,23,2,3,1,24,2,2,294,123,417,8.8,4,59,67,0,32,25,0,3,3,31,2,1,1
2,207,128,335,7.4,4,45,67,0,32,18,3,2,1,16,3,3,188,112,300,5.8,4.5,30,63,1,28,18,1,2,1,17,3,1,1
1,303,103,406,6.9,3.8,51,76,1,31,32,1,5,1,38,2,2,460,63,523,9.5,3,126,71,0,29,23,1,5,2,41,1,1,1
4,285,74,359,8.2,4.4,76,54,0,24,15,1,2,2,20,1,2,252,123,375,7.6,3.5,10,72,1,36,28,0,2,4,25,2,1,1
3,323,248,571,8.3,5.9,40,82,0,39,29,0,5,2,41,1,0,393,93,486,10.2,5.5,78,57,3,21,19,1,2,3,23,1,1,0
3,264,107,371,6.5,4.3,48,72,1,32,28,1,2,2,20,3,2,173,50,223,5.8,1.9,45,62,0,28,17,0,2,3,23,2,1,1
1,178,69,247,6.7,4.1,62,52,1,24,13,1,3,0,21,3,2,346,209,555,9.7,6.5,45,71,1,36,27,0,7,0,49,2,1,1
1,358,130,488,8.1,4.1,46,83,1,37,33,0,6,2,48,3,2,309,116,425,8,7.7,52,56,2,23,26,0,6,0,41,1,1,0
2,237,65,302,6.8,2.5,50,64,1,24,16,2,3,2,27,2,3,353,176,529,8.8,4.8,65,78,3,36,26,1,5,4,46,1,1,1
3,316,24,340,7.9,2.4,88,64,1,29,22,1,3,0,20,8,1,208,141,349,7.9,3.9,40,64,1,31,19,0,3,3,30,1,1,1
1,185,59,244,7,2.4,35,62,0,34,16,0,1,2,13,5,2,280,59,339,6.4,3.5,109,67,0,26,18,1,1,1,10,4,1,0
3,182,89,271,5.5,4.2,63,54,1,26,14,1,1,0,7,0,3,294,240,534,8.1,8.3,37,71,0,34,29,1,4,4,40,3,1,1
3,239,67,306,7.3,2.8,114,61,1,30,17,0,0,1,3,2,4,219,64,283,8,2.6,78,58,0,30,17,0,0,3,9,3,1,1
2,119,135,254,4.8,4.4,35,56,0,24,12,1,2,1,18,0,3,291,127,418,9.6,4.1,50,65,1,36,18,1,4,3,37,2,1,1
1,136,47,183,4.8,2.8,76,56,0,27,13,0,0,1,3,4,3,227,72,299,8.8,2.4,86,58,0,33,19,1,3,1,24,2,1,1
1,276,94,370,10.5,3.2,85,57,1,26,21,0,4,2,34,1,3,313,78,391,7.8,2.9,40,78,1,34,24,0,4,1,31,6,1,0
2,289,87,376,7.9,3.5,34,65,0,30,18,0,2,4,25,2,1,191,62,253,9.8,2,25,58,2,30,14,0,3,0,23,5,1,0
3,247,41,288,8.9,1.8,84,55,1,28,12,0,2,1,17,2,2,302,118,420,6.9,4.7,45,75,2,32,26,3,1,2,13,3,1,0
1,116,172,288,4.4,4.6,50,66,0,32,17,0,4,1,33,1,2,135,151,286,5.2,4.2,4,74,1,28,25,2,3,0,21,7,1,0
0,198,83,281,7,3,100,61,1,28,15,0,2,2,20,3,2,363,80,443,7.7,3.5,10,74,2,32,26,2,2,3,23,2,1,1
2,260,84,344,6.3,3.5,51,67,0,28,21,2,5,3,44,1,0,71,52,123,5.1,2.4,61,57,1,32,9,2,0,2,6,7,1,0
3,120,65,185,3.7,2.8,102,60,0,28,10,2,0,0,0,2,2,170,150,320,4.9,3.6,10,77,1,32,28,0,4,0,28,0,1,1
0,253,70,323,7.2,2.4,100,70,1,31,21,1,3,0,22,4,0,78,99,177,3.8,3.4,45,57,0,29,13,2,3,0,21,4,1,0
